base_id,text,domain,intent,description,base_split
bill_payment_b044,Bill payment kaise karun? bill settle karna hai; bill online pay karna hai,Subscriptions & Billing,bill_payment,Pay a bill,train
bill_payment_b045,"mujhe lagta hai, abhi bill settle karna hai, bill payment ka option kahan hai; pending bill pay karna hai",Subscriptions & Billing,bill_payment,Pay a bill,train
bill_payment_b046,online bill payment ka option chahiye; bill settle karna hai; bill settle karna hai,Subscriptions & Billing,bill_payment,Pay a bill,train
bill_payment_b047,"pls pending bill clear karna hai, bill payment ka option kahan hai; payment kaise karun",Subscriptions & Billing,bill_payment,Pay a bill,train
bill_payment_b048,"bill bharne ke steps batao, bill settle karna hai; main abhi bill bharna chahta hoon?",Subscriptions & Billing,bill_payment,Pay a bill,train
bill_payment_b049,Bill pay karna hai; main abhi bill bharna chahta hoon; bill payment ka option kahan hai,Subscriptions & Billing,bill_payment,Pay a bill,validation
bill_payment_b050,"mujhe lagta hai, bill payment kaise karun? pending bill pay karna hai; bill online pay karna hai",Subscriptions & Billing,bill_payment,Pay a bill,validation
bill_payment_b051,"abhi bill settle karna hai, main abhi bill bharna chahta hoon; pending bill pay karna hai",Subscriptions & Billing,bill_payment,Pay a bill,train
bill_payment_b052,pls online bill payment ka option chahiye; pending bill pay karna hai; bill settle karna hai,Subscriptions & Billing,bill_payment,Pay a bill,train
bill_payment_b053,"pending bill clear karna hai, main abhi bill bharna chahta hoon; payment kaise karun?",Subscriptions & Billing,bill_payment,Pay a bill,train
bill_payment_b054,"Bill bharne ke steps batao, pending bill pay karna hai; main abhi bill bharna chahta hoon",Subscriptions & Billing,bill_payment,Pay a bill,test
bill_payment_b055,"mujhe lagta hai, bill pay karna hai; payment kaise karun; bill payment ka option kahan hai",Subscriptions & Billing,bill_payment,Pay a bill,validation
bill_payment_b056,bill payment kaise karun? bill online pay karna hai; bill online pay karna hai,Subscriptions & Billing,bill_payment,Pay a bill,train
bill_payment_b057,"pls abhi bill settle karna hai, payment kaise karun; pending bill pay karna hai",Subscriptions & Billing,bill_payment,Pay a bill,train
bill_payment_b058,online bill payment ka option chahiye; bill online pay karna hai; bill settle karna hai?,Subscriptions & Billing,bill_payment,Pay a bill,train
bill_payment_b059,"Pending bill clear karna hai, payment kaise karun; payment kaise karun",Subscriptions & Billing,bill_payment,Pay a bill,train
bill_payment_b060,"mujhe lagta hai, bill bharne ke steps batao, bill online pay karna hai; main abhi bill bharna chahta hoon",Subscriptions & Billing,bill_payment,Pay a bill,train
flight_booking_b001,flight book karni hai; Delhi se Mumbai flight book karni hai,Travel & Transport,flight_booking,Book a flight,train
flight_booking_b002,"pls cheapest available flight dekhni hai, available flights dikhao",Travel & Transport,flight_booking,Book a flight,train
flight_booking_b003,travel ke liye ticket chahiye; Delhi se Mumbai flight book karni hai?,Travel & Transport,flight_booking,Book a flight,train
flight_booking_b004,"Flight reservation karni hai, cheapest available flight dekhni hai",Travel & Transport,flight_booking,Book a flight,train
flight_booking_b005,"mujhe lagta hai, please flight options batao; Delhi se Mumbai flight book karni hai",Travel & Transport,flight_booking,Book a flight,validation
flight_booking_b006,mere liye flight arrange/book kar sakte ho? cheapest available flight dekhni hai,Travel & Transport,flight_booking,Book a flight,train
flight_booking_b007,pls flight book karni hai; kal ki flight chahiye,Travel & Transport,flight_booking,Book a flight,train
flight_booking_b008,"return flight bhi book karni hai, available flights dikhao?",Travel & Transport,flight_booking,Book a flight,validation
flight_booking_b009,Travel ke liye ticket chahiye; kal ki flight chahiye,Travel & Transport,flight_booking,Book a flight,train
flight_booking_b010,"mujhe lagta hai, flight reservation karni hai, return flight bhi book karni hai",Travel & Transport,flight_booking,Book a flight,train
flight_booking_b011,please flight options batao; kal ki flight chahiye,Travel & Transport,flight_booking,Book a flight,test
flight_booking_b012,pls mere liye flight arrange/book kar sakte ho? return flight bhi book karni hai,Travel & Transport,flight_booking,Book a flight,train
flight_booking_b013,flight book karni hai; weekend par flight chahiye?,Travel & Transport,flight_booking,Book a flight,validation
flight_booking_b014,"2 passengers ke liye flight chahiye, available flights dikhao",Travel & Transport,flight_booking,Book a flight,train
flight_booking_b015,"mujhe lagta hai, travel ke liye ticket chahiye; weekend par flight chahiye",Travel & Transport,flight_booking,Book a flight,test
flight_booking_b016,"flight reservation karni hai, 2 passengers ke liye flight chahiye",Travel & Transport,flight_booking,Book a flight,train
flight_booking_b017,pls please flight options batao; weekend par flight chahiye,Travel & Transport,flight_booking,Book a flight,train
flight_booking_b018,mere liye flight arrange/book kar sakte ho? 2 passengers ke liye flight chahiye?,Travel & Transport,flight_booking,Book a flight,train
flight_booking_b019,Flight book karni hai; cheapest available flight dekhni hai,Travel & Transport,flight_booking,Book a flight,train
flight_booking_b020,"mujhe lagta hai, Delhi se Mumbai flight book karni hai, available flights dikhao",Travel & Transport,flight_booking,Book a flight,test
flight_booking_b021,travel ke liye ticket chahiye; cheapest available flight dekhni hai,Travel & Transport,flight_booking,Book a flight,train
flight_booking_b022,"pls flight reservation karni hai, Delhi se Mumbai flight book karni hai",Travel & Transport,flight_booking,Book a flight,test
flight_booking_b023,please flight options batao; cheapest available flight dekhni hai?,Travel & Transport,flight_booking,Book a flight,validation
flight_booking_b024,Mere liye flight arrange/book kar sakte ho? delhi se mumbai flight book karni hai,Travel & Transport,flight_booking,Book a flight,train
flight_booking_b025,"mujhe lagta hai, flight book karni hai; return flight bhi book karni hai",Travel & Transport,flight_booking,Book a flight,train
flight_booking_b026,"kal ki flight chahiye, available flights dikhao",Travel & Transport,flight_booking,Book a flight,test
flight_booking_b027,pls travel ke liye ticket chahiye; return flight bhi book karni hai,Travel & Transport,flight_booking,Book a flight,train
flight_booking_b028,"flight reservation karni hai, kal ki flight chahiye?",Travel & Transport,flight_booking,Book a flight,train
flight_booking_b029,Please flight options batao; return flight bhi book karni hai,Travel & Transport,flight_booking,Book a flight,train
flight_booking_b030,"mujhe lagta hai, mere liye flight arrange/book kar sakte ho? kal ki flight chahiye",Travel & Transport,flight_booking,Book a flight,train
flight_booking_b031,flight book karni hai; 2 passengers ke liye flight chahiye; kal ki flight chahiye,Travel & Transport,flight_booking,Book a flight,train
flight_booking_b032,"pls weekend par flight chahiye; Delhi se Mumbai flight book karni hai, available flights dikhao",Travel & Transport,flight_booking,Book a flight,train
flight_booking_b033,travel ke liye ticket chahiye; 2 passengers ke liye flight chahiye; 2 passengers ke liye flight chahiye?,Travel & Transport,flight_booking,Book a flight,validation
flight_booking_b034,"Flight reservation karni hai, weekend par flight chahiye; return flight bhi book karni hai",Travel & Transport,flight_booking,Book a flight,validation
flight_booking_b035,"mujhe lagta hai, please flight options batao; 2 passengers ke liye flight chahiye; cheapest available flight dekhni hai",Travel & Transport,flight_booking,Book a flight,train
flight_booking_b036,mere liye flight arrange/book kar sakte ho? weekend par flight chahiye; weekend par flight chahiye,Travel & Transport,flight_booking,Book a flight,train
flight_booking_b037,pls flight book karni hai; Delhi se Mumbai flight book karni hai; kal ki flight chahiye,Travel & Transport,flight_booking,Book a flight,train
flight_booking_b038,"cheapest available flight dekhni hai; Delhi se Mumbai flight book karni hai, available flights dikhao?",Travel & Transport,flight_booking,Book a flight,train
flight_booking_b039,Travel ke liye ticket chahiye; delhi se mumbai flight book karni hai; 2 passengers ke liye flight chahiye,Travel & Transport,flight_booking,Book a flight,train
flight_booking_b040,"mujhe lagta hai, flight reservation karni hai, cheapest available flight dekhni hai; return flight bhi book karni hai",Travel & Transport,flight_booking,Book a flight,train
flight_booking_b041,please flight options batao; Delhi se Mumbai flight book karni hai; cheapest available flight dekhni hai,Travel & Transport,flight_booking,Book a flight,validation
flight_booking_b042,pls mere liye flight arrange/book kar sakte ho? cheapest available flight dekhni hai; weekend par flight chahiye,Travel & Transport,flight_booking,Book a flight,train
flight_booking_b043,flight book karni hai; kal ki flight chahiye; kal ki flight chahiye?,Travel & Transport,flight_booking,Book a flight,train
flight_booking_b044,"Return flight bhi book karni hai; delhi se mumbai flight book karni hai, available flights dikhao",Travel & Transport,flight_booking,Book a flight,validation
flight_booking_b045,"mujhe lagta hai, travel ke liye ticket chahiye; kal ki flight chahiye; 2 passengers ke liye flight chahiye",Travel & Transport,flight_booking,Book a flight,train
flight_booking_b046,"flight reservation karni hai, return flight bhi book karni hai; return flight bhi book karni hai",Travel & Transport,flight_booking,Book a flight,train
flight_booking_b047,pls please flight options batao; kal ki flight chahiye; cheapest available flight dekhni hai,Travel & Transport,flight_booking,Book a flight,train
flight_booking_b048,mere liye flight arrange/book kar sakte ho? return flight bhi book karni hai; weekend par flight chahiye?,Travel & Transport,flight_booking,Book a flight,test
flight_booking_b049,Flight book karni hai; weekend par flight chahiye; kal ki flight chahiye,Travel & Transport,flight_booking,Book a flight,train
flight_booking_b050,"mujhe lagta hai, 2 passengers ke liye flight chahiye; Delhi se Mumbai flight book karni hai, available flights dikhao",Travel & Transport,flight_booking,Book a flight,test
flight_booking_b051,travel ke liye ticket chahiye; weekend par flight chahiye; 2 passengers ke liye flight chahiye,Travel & Transport,flight_booking,Book a flight,train
flight_booking_b052,"pls flight reservation karni hai, 2 passengers ke liye flight chahiye; return flight bhi book karni hai",Travel & Transport,flight_booking,Book a flight,train
flight_booking_b053,please flight options batao; weekend par flight chahiye; cheapest available flight dekhni hai?,Travel & Transport,flight_booking,Book a flight,validation
flight_booking_b054,Mere liye flight arrange/book kar sakte ho? 2 passengers ke liye flight chahiye; weekend par flight chahiye,Travel & Transport,flight_booking,Book a flight,train
flight_booking_b055,"mujhe lagta hai, flight book karni hai; cheapest available flight dekhni hai; kal ki flight chahiye",Travel & Transport,flight_booking,Book a flight,train
flight_booking_b056,"Delhi se Mumbai flight book karni hai; Delhi se Mumbai flight book karni hai, available flights dikhao",Travel & Transport,flight_booking,Book a flight,test
flight_booking_b057,pls travel ke liye ticket chahiye; cheapest available flight dekhni hai; 2 passengers ke liye flight chahiye,Travel & Transport,flight_booking,Book a flight,train
flight_booking_b058,"flight reservation karni hai, Delhi se Mumbai flight book karni hai; return flight bhi book karni hai?",Travel & Transport,flight_booking,Book a flight,train
flight_booking_b059,Please flight options batao; cheapest available flight dekhni hai; cheapest available flight dekhni hai,Travel & Transport,flight_booking,Book a flight,test
flight_booking_b060,"mujhe lagta hai, mere liye flight arrange/book kar sakte ho? Delhi se Mumbai flight book karni hai; weekend par flight chahiye",Travel & Transport,flight_booking,Book a flight,train
flight_status_b001,flight ka status check karna hai; meri flight on time hai kya,Travel & Transport,flight_status,Check flight status,train
flight_status_b002,pls meri flight on time hai? flight cancel toh nahi hui,Travel & Transport,flight_status,Check flight status,train
flight_status_b003,departure update kya hai? meri flight on time hai kya?,Travel & Transport,flight_status,Check flight status,validation
flight_status_b004,"Flight delay/cancel hui hai kya, flight cancel toh nahi hui",Travel & Transport,flight_status,Check flight status,test
flight_status_b005,"mujhe lagta hai, please current flight status batao; meri flight on time hai kya",Travel & Transport,flight_status,Check flight status,test
flight_status_b006,"boarding/departure ka latest update chahiye, flight cancel toh nahi hui",Travel & Transport,flight_status,Check flight status,test
flight_status_b007,pls flight ka status check karna hai; flight delay hui hai kya,Travel & Transport,flight_status,Check flight status,train
flight_status_b008,meri flight on time hai? boarding ka status kya hai?,Travel & Transport,flight_status,Check flight status,train
flight_status_b009,Departure update kya hai? flight delay hui hai kya,Travel & Transport,flight_status,Check flight status,train
flight_status_b010,"mujhe lagta hai, flight delay/cancel hui hai kya, boarding ka status kya hai",Travel & Transport,flight_status,Check flight status,train
flight_status_b011,please current flight status batao; flight delay hui hai kya,Travel & Transport,flight_status,Check flight status,train
flight_status_b012,"pls boarding/departure ka latest update chahiye, boarding ka status kya hai",Travel & Transport,flight_status,Check flight status,train
flight_status_b013,flight ka status check karna hai; departure status check karna hai?,Travel & Transport,flight_status,Check flight status,train
flight_status_b014,Meri flight on time hai? aaj ki flight ka current status batao,Travel & Transport,flight_status,Check flight status,train
flight_status_b015,"mujhe lagta hai, departure update kya hai? departure status check karna hai",Travel & Transport,flight_status,Check flight status,train
flight_status_b016,"flight delay/cancel hui hai kya, aaj ki flight ka current status batao",Travel & Transport,flight_status,Check flight status,train
flight_status_b017,pls please current flight status batao; departure status check karna hai,Travel & Transport,flight_status,Check flight status,train
flight_status_b018,"boarding/departure ka latest update chahiye, aaj ki flight ka current status batao?",Travel & Transport,flight_status,Check flight status,train
flight_status_b019,Flight ka status check karna hai; flight cancel toh nahi hui,Travel & Transport,flight_status,Check flight status,test
flight_status_b020,"mujhe lagta hai, meri flight on time hai? meri flight on time hai kya",Travel & Transport,flight_status,Check flight status,train
flight_status_b021,departure update kya hai? flight cancel toh nahi hui,Travel & Transport,flight_status,Check flight status,train
flight_status_b022,"pls flight delay/cancel hui hai kya, meri flight on time hai kya",Travel & Transport,flight_status,Check flight status,train
flight_status_b023,please current flight status batao; flight cancel toh nahi hui?,Travel & Transport,flight_status,Check flight status,train
flight_status_b024,"Boarding/departure ka latest update chahiye, meri flight on time hai kya",Travel & Transport,flight_status,Check flight status,test
flight_status_b025,"mujhe lagta hai, flight ka status check karna hai; boarding ka status kya hai",Travel & Transport,flight_status,Check flight status,validation
flight_status_b026,meri flight on time hai? flight delay hui hai kya,Travel & Transport,flight_status,Check flight status,train
flight_status_b027,pls departure update kya hai? boarding ka status kya hai,Travel & Transport,flight_status,Check flight status,train
flight_status_b028,"flight delay/cancel hui hai kya, flight delay hui hai kya?",Travel & Transport,flight_status,Check flight status,train
flight_status_b029,Please current flight status batao; boarding ka status kya hai,Travel & Transport,flight_status,Check flight status,validation
flight_status_b030,"mujhe lagta hai, boarding/departure ka latest update chahiye, flight delay hui hai kya",Travel & Transport,flight_status,Check flight status,validation
flight_status_b031,flight ka status check karna hai; aaj ki flight ka current status batao; flight delay hui hai kya,Travel & Transport,flight_status,Check flight status,train
flight_status_b032,pls meri flight on time hai? departure status check karna hai; meri flight on time hai kya,Travel & Transport,flight_status,Check flight status,train
flight_status_b033,departure update kya hai? aaj ki flight ka current status batao; aaj ki flight ka current status batao?,Travel & Transport,flight_status,Check flight status,validation
flight_status_b034,"Flight delay/cancel hui hai kya, departure status check karna hai; boarding ka status kya hai",Travel & Transport,flight_status,Check flight status,train
flight_status_b035,"mujhe lagta hai, please current flight status batao; aaj ki flight ka current status batao; flight cancel toh nahi hui",Travel & Transport,flight_status,Check flight status,train
flight_status_b036,"boarding/departure ka latest update chahiye, departure status check karna hai; departure status check karna hai",Travel & Transport,flight_status,Check flight status,validation
flight_status_b037,pls flight ka status check karna hai; meri flight on time hai kya; flight delay hui hai kya,Travel & Transport,flight_status,Check flight status,validation
flight_status_b038,meri flight on time hai? flight cancel toh nahi hui; meri flight on time hai kya?,Travel & Transport,flight_status,Check flight status,validation
flight_status_b039,Departure update kya hai? meri flight on time hai kya; aaj ki flight ka current status batao,Travel & Transport,flight_status,Check flight status,test
flight_status_b040,"mujhe lagta hai, flight delay/cancel hui hai kya, flight cancel toh nahi hui; boarding ka status kya hai",Travel & Transport,flight_status,Check flight status,test
flight_status_b041,please current flight status batao; meri flight on time hai kya; flight cancel toh nahi hui,Travel & Transport,flight_status,Check flight status,train
flight_status_b042,"pls boarding/departure ka latest update chahiye, flight cancel toh nahi hui; departure status check karna hai",Travel & Transport,flight_status,Check flight status,test
flight_status_b043,flight ka status check karna hai; flight delay hui hai kya; flight delay hui hai kya?,Travel & Transport,flight_status,Check flight status,train
flight_status_b044,Meri flight on time hai? boarding ka status kya hai; meri flight on time hai kya,Travel & Transport,flight_status,Check flight status,train
flight_status_b045,"mujhe lagta hai, departure update kya hai? flight delay hui hai kya; aaj ki flight ka current status batao",Travel & Transport,flight_status,Check flight status,train
flight_status_b046,"flight delay/cancel hui hai kya, boarding ka status kya hai; boarding ka status kya hai",Travel & Transport,flight_status,Check flight status,train
flight_status_b047,pls please current flight status batao; flight delay hui hai kya; flight cancel toh nahi hui,Travel & Transport,flight_status,Check flight status,train
flight_status_b048,"boarding/departure ka latest update chahiye, boarding ka status kya hai; departure status check karna hai?",Travel & Transport,flight_status,Check flight status,train
flight_status_b049,Flight ka status check karna hai; departure status check karna hai; flight delay hui hai kya,Travel & Transport,flight_status,Check flight status,train
flight_status_b050,"mujhe lagta hai, meri flight on time hai? aaj ki flight ka current status batao; meri flight on time hai kya",Travel & Transport,flight_status,Check flight status,train
flight_status_b051,departure update kya hai? departure status check karna hai; aaj ki flight ka current status batao,Travel & Transport,flight_status,Check flight status,train
flight_status_b052,"pls flight delay/cancel hui hai kya, aaj ki flight ka current status batao; boarding ka status kya hai",Travel & Transport,flight_status,Check flight status,train
flight_status_b053,please current flight status batao; departure status check karna hai; flight cancel toh nahi hui?,Travel & Transport,flight_status,Check flight status,train
flight_status_b054,"Boarding/departure ka latest update chahiye, aaj ki flight ka current status batao; departure status check karna hai",Travel & Transport,flight_status,Check flight status,test
flight_status_b055,"mujhe lagta hai, flight ka status check karna hai; flight cancel toh nahi hui; flight delay hui hai kya",Travel & Transport,flight_status,Check flight status,validation
flight_status_b056,meri flight on time hai? meri flight on time hai kya; meri flight on time hai kya,Travel & Transport,flight_status,Check flight status,train
flight_status_b057,pls departure update kya hai? flight cancel toh nahi hui; aaj ki flight ka current status batao,Travel & Transport,flight_status,Check flight status,train
flight_status_b058,"flight delay/cancel hui hai kya, meri flight on time hai kya; boarding ka status kya hai?",Travel & Transport,flight_status,Check flight status,train
flight_status_b059,Please current flight status batao; flight cancel toh nahi hui; flight cancel toh nahi hui,Travel & Transport,flight_status,Check flight status,train
flight_status_b060,"mujhe lagta hai, boarding/departure ka latest update chahiye, meri flight on time hai kya; departure status check karna hai",Travel & Transport,flight_status,Check flight status,train
hotel_booking_b001,hotel book karna hai; Delhi mein hotel book karna hai,Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b002,"pls room reserve karna hai, check-in weekend par hai",Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b003,stay ke liye hotel options chahiye; Delhi mein hotel book karna hai?,Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b004,"Please hotel booking help karo, check-in weekend par hai",Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b005,"mujhe lagta hai, accommodation arrange karni hai; Delhi mein hotel book karna hai",Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b006,hotel reservation possible hai? check-in weekend par hai,Travel & Transport,hotel_booking,Book a hotel,test
hotel_booking_b007,pls hotel book karna hai; 2 nights ke liye room chahiye,Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b008,"room reserve karna hai, budget hotel dekhna hai?",Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b009,Stay ke liye hotel options chahiye; 2 nights ke liye room chahiye,Travel & Transport,hotel_booking,Book a hotel,validation
hotel_booking_b010,"mujhe lagta hai, please hotel booking help karo, budget hotel dekhna hai",Travel & Transport,hotel_booking,Book a hotel,test
hotel_booking_b011,accommodation arrange karni hai; 2 nights ke liye room chahiye,Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b012,pls hotel reservation possible hai? budget hotel dekhna hai,Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b013,hotel book karna hai; family ke liye hotel chahiye?,Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b014,"Room reserve karna hai, hotel reservation karni hai",Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b015,"mujhe lagta hai, stay ke liye hotel options chahiye; family ke liye hotel chahiye",Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b016,"please hotel booking help karo, hotel reservation karni hai",Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b017,pls accommodation arrange karni hai; family ke liye hotel chahiye,Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b018,hotel reservation possible hai? hotel reservation karni hai?,Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b019,Hotel book karna hai; check-in weekend par hai,Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b020,"mujhe lagta hai, room reserve karna hai, Delhi mein hotel book karna hai",Travel & Transport,hotel_booking,Book a hotel,validation
hotel_booking_b021,stay ke liye hotel options chahiye; check-in weekend par hai,Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b022,"pls please hotel booking help karo, Delhi mein hotel book karna hai",Travel & Transport,hotel_booking,Book a hotel,test
hotel_booking_b023,accommodation arrange karni hai; check-in weekend par hai?,Travel & Transport,hotel_booking,Book a hotel,validation
hotel_booking_b024,Hotel reservation possible hai? delhi mein hotel book karna hai,Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b025,"mujhe lagta hai, hotel book karna hai; budget hotel dekhna hai",Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b026,"room reserve karna hai, 2 nights ke liye room chahiye",Travel & Transport,hotel_booking,Book a hotel,validation
hotel_booking_b027,pls stay ke liye hotel options chahiye; budget hotel dekhna hai,Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b028,"please hotel booking help karo, 2 nights ke liye room chahiye?",Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b029,Accommodation arrange karni hai; budget hotel dekhna hai,Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b030,"mujhe lagta hai, hotel reservation possible hai? 2 nights ke liye room chahiye",Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b031,hotel book karna hai; hotel reservation karni hai; 2 nights ke liye room chahiye,Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b032,"pls room reserve karna hai, family ke liye hotel chahiye; Delhi mein hotel book karna hai",Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b033,stay ke liye hotel options chahiye; hotel reservation karni hai; hotel reservation karni hai?,Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b034,"Please hotel booking help karo, family ke liye hotel chahiye; budget hotel dekhna hai",Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b035,"mujhe lagta hai, accommodation arrange karni hai; hotel reservation karni hai; check-in weekend par hai",Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b036,hotel reservation possible hai? family ke liye hotel chahiye; family ke liye hotel chahiye,Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b037,pls hotel book karna hai; Delhi mein hotel book karna hai; 2 nights ke liye room chahiye,Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b038,"room reserve karna hai, check-in weekend par hai; Delhi mein hotel book karna hai?",Travel & Transport,hotel_booking,Book a hotel,test
hotel_booking_b039,Stay ke liye hotel options chahiye; delhi mein hotel book karna hai; hotel reservation karni hai,Travel & Transport,hotel_booking,Book a hotel,test
hotel_booking_b040,"mujhe lagta hai, please hotel booking help karo, check-in weekend par hai; budget hotel dekhna hai",Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b041,accommodation arrange karni hai; Delhi mein hotel book karna hai; check-in weekend par hai,Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b042,pls hotel reservation possible hai? check-in weekend par hai; family ke liye hotel chahiye,Travel & Transport,hotel_booking,Book a hotel,validation
hotel_booking_b043,hotel book karna hai; 2 nights ke liye room chahiye; 2 nights ke liye room chahiye?,Travel & Transport,hotel_booking,Book a hotel,test
hotel_booking_b044,"Room reserve karna hai, budget hotel dekhna hai; delhi mein hotel book karna hai",Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b045,"mujhe lagta hai, stay ke liye hotel options chahiye; 2 nights ke liye room chahiye; hotel reservation karni hai",Travel & Transport,hotel_booking,Book a hotel,validation
hotel_booking_b046,"please hotel booking help karo, budget hotel dekhna hai; budget hotel dekhna hai",Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b047,pls accommodation arrange karni hai; 2 nights ke liye room chahiye; check-in weekend par hai,Travel & Transport,hotel_booking,Book a hotel,test
hotel_booking_b048,hotel reservation possible hai? budget hotel dekhna hai; family ke liye hotel chahiye?,Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b049,Hotel book karna hai; family ke liye hotel chahiye; 2 nights ke liye room chahiye,Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b050,"mujhe lagta hai, room reserve karna hai, hotel reservation karni hai; Delhi mein hotel book karna hai",Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b051,stay ke liye hotel options chahiye; family ke liye hotel chahiye; hotel reservation karni hai,Travel & Transport,hotel_booking,Book a hotel,validation
hotel_booking_b052,"pls please hotel booking help karo, hotel reservation karni hai; budget hotel dekhna hai",Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b053,accommodation arrange karni hai; family ke liye hotel chahiye; check-in weekend par hai?,Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b054,Hotel reservation possible hai? hotel reservation karni hai; family ke liye hotel chahiye,Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b055,"mujhe lagta hai, hotel book karna hai; check-in weekend par hai; 2 nights ke liye room chahiye",Travel & Transport,hotel_booking,Book a hotel,test
hotel_booking_b056,"room reserve karna hai, Delhi mein hotel book karna hai; Delhi mein hotel book karna hai",Travel & Transport,hotel_booking,Book a hotel,test
hotel_booking_b057,pls stay ke liye hotel options chahiye; check-in weekend par hai; hotel reservation karni hai,Travel & Transport,hotel_booking,Book a hotel,train
hotel_booking_b058,"please hotel booking help karo, Delhi mein hotel book karna hai; budget hotel dekhna hai?",Travel & Transport,hotel_booking,Book a hotel,validation
hotel_booking_b059,Accommodation arrange karni hai; check-in weekend par hai; check-in weekend par hai,Travel & Transport,hotel_booking,Book a hotel,validation
hotel_booking_b060,"mujhe lagta hai, hotel reservation possible hai? Delhi mein hotel book karna hai; family ke liye hotel chahiye",Travel & Transport,hotel_booking,Book a hotel,train
cab_booking_b001,cab book karni hai; airport ke liye cab book karni hai,Travel & Transport,cab_booking,Book a cab,train
cab_booking_b002,"pls ride reserve karni hai, 4 logon ke liye cab chahiye",Travel & Transport,cab_booking,Book a cab,train
cab_booking_b003,pickup ke liye taxi chahiye; airport ke liye cab book karni hai?,Travel & Transport,cab_booking,Book a cab,test
cab_booking_b004,Please cab arrange kar do; 4 logon ke liye cab chahiye,Travel & Transport,cab_booking,Book a cab,train
cab_booking_b005,"mujhe lagta hai, mujhe abhi ride chahiye, airport ke liye cab book karni hai",Travel & Transport,cab_booking,Book a cab,train
cab_booking_b006,cab booking ka option batao; 4 logon ke liye cab chahiye,Travel & Transport,cab_booking,Book a cab,train
cab_booking_b007,pls cab book karni hai; abhi cab chahiye,Travel & Transport,cab_booking,Book a cab,train
cab_booking_b008,"ride reserve karni hai, pickup location se cab chahiye?",Travel & Transport,cab_booking,Book a cab,train
cab_booking_b009,Pickup ke liye taxi chahiye; abhi cab chahiye,Travel & Transport,cab_booking,Book a cab,train
cab_booking_b010,"mujhe lagta hai, please cab arrange kar do; pickup location se cab chahiye",Travel & Transport,cab_booking,Book a cab,train
cab_booking_b011,"mujhe abhi ride chahiye, abhi cab chahiye",Travel & Transport,cab_booking,Book a cab,train
cab_booking_b012,pls cab booking ka option batao; pickup location se cab chahiye,Travel & Transport,cab_booking,Book a cab,train
cab_booking_b013,cab book karni hai; kal subah ride book kar do?,Travel & Transport,cab_booking,Book a cab,validation
cab_booking_b014,"Ride reserve karni hai, station tak taxi book karni hai",Travel & Transport,cab_booking,Book a cab,train
cab_booking_b015,"mujhe lagta hai, pickup ke liye taxi chahiye; kal subah ride book kar do",Travel & Transport,cab_booking,Book a cab,validation
cab_booking_b016,please cab arrange kar do; station tak taxi book karni hai,Travel & Transport,cab_booking,Book a cab,test
cab_booking_b017,"pls mujhe abhi ride chahiye, kal subah ride book kar do",Travel & Transport,cab_booking,Book a cab,train
cab_booking_b018,cab booking ka option batao; station tak taxi book karni hai?,Travel & Transport,cab_booking,Book a cab,train
